Plot,SampleYear,Species,DecayClass,VolumePlot,Density,MassPlot
BS355,2023,SESE,2,0.309482691,0.388299293,0.12017191
BS388,2018,SESE,2,3.504614916,0.388299293,1.360839494
BS388,2021,SESE,2,2.644,0.388299293,1.026663331
BS391,2010,SESE,2,2.101466304,0.388299293,0.81599788
BS391,2013,SESE,2,1.2650958,0.388299293,0.491235805
BS391,2018,SESE,2,1.2650958,0.388299293,0.491235805
BS392,2009,SESE,2,0.206905292,0.388299293,0.080341179
BS392,2010,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2013,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2018,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2021,SESE,2,0.658959741,0.388299293,0.255873602
BS394,2016,SESE,2,0.680098206,0.388299293,0.264081653
BS394,2018,SESE,2,0.49597843,0.388299293,0.192588074
BS407,2009,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2010,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2013,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2018,SESE,2,0.188495559,0.388299293,0.073192692
BS416,2010,SESE,2,10.8917895,0.388299293,4.229274162
BS433,2009,SESE,2,0.808830243,0.388299293,0.314068212
BS433,2010,SESE,2,0.808830243,0.388299293,0.314068212
BS433,2013,SESE,2,0.941531116,0.388299293,0.365595867
BS433,2018,SESE,2,1.167395096,0.388299293,0.45329869
BS433,2022,SESE,2,1.167395096,0.388299293,0.45329869
BS457,2009,SESE,2,0.943695163,0.388299293,0.366436165
BS457,2018,SESE,2,0.472393276,0.388299293,0.183429975
BS457,2022,SESE,2,0.644254102,0.388299293,0.250163412
BS494,2010,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2013,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2018,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2022,SESE,2,0.084015337,0.388299293,0.032623096
BS610,2009,SESE,2,5.444867016,0.388299293,2.114238013
BS612,2009,SESE,2,1.430852119,0.388299293,0.555598866
BS613,2009,SESE,2,0.42757076,0.388299293,0.166025424
BS632,2009,SESE,2,13.065047,0.388299293,5.073148513
BS632,2018,SESE,2,2.44002789,0.388299293,0.947461105
BS027,2009,SESE,3,0.461653113,0.363482315,0.167802742
BS027,2010,SESE,3,0.203944341,0.363482315,0.074130161
BS027,2013,SESE,3,1.063470857,0.363482315,0.386552849
BS027,2018,SESE,3,0.860335476,0.363482315,0.31271673
BS048,2009,SESE,3,0.71779804,0.363482315,0.260906893
BS052,2009,SESE,3,0.282192146,0.363482315,0.102571855
BS052,2010,SESE,3,0.282192146,0.363482315,0.102571855
BS053,2009,SESE,3,6.098122566,0.363482315,2.216559707
BS053,2010,SESE,3,5.93073851,0.363482315,2.155718563
BS053,2013,SESE,3,5.976185574,0.363482315,2.172237767
BS053,2018,SESE,3,5.85808918,0.363482315,2.129311817
BS058,2010,SESE,3,0.156871502,0.363482315,0.057020017
BS058,2013,SESE,3,0.156871502,0.363482315,0.057020017
BS058,2018,SESE,3,0.156871502,0.363482315,0.057020017
BS130,2009,SESE,3,1.605690355,0.363482315,0.583640047
BS130,2010,SESE,3,1.593690355,0.363482315,0.57927826
BS130,2013,SESE,3,0.1972,0.363482315,0.071678713
BS130,2018,SESE,3,0.8272,0.363482315,0.300672571
BS147,2009,SESE,3,6.844685575,0.363482315,2.487922158
BS147,2010,SESE,3,6.844685575,0.363482315,2.487922158
BS147,2013,SESE,3,5.001965044,0.363482315,1.818125834
BS147,2018,SESE,3,0.061022924,0.363482315,0.022180754
BS156,2009,SESE,3,1.626060554,0.363482315,0.591044254
BS156,2018,SESE,3,1.089256117,0.363482315,0.395925335
BS159,2009,SESE,3,1.842740441,0.363482315,0.669803561
BS165,2009,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2010,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2013,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2018,SESE,3,0.536721431,0.363482315,0.195088748
BS165,2022,SESE,3,0.476801431,0.363482315,0.173308888
BS190,2009,SESE,3,19.32962509,0.363482315,7.025976876
BS190,2018,SESE,3,20.38097533,0.363482315,7.408124095
BS219,2009,SESE,3,3.227271739,0.363482315,1.173056203
BS226,2009,SESE,3,1.8948037,0.363482315,0.688727635
BS244,2009,SESE,3,12.63155768,0.363482315,4.591347828
BS244,2010,SESE,3,12.63155768,0.363482315,4.591347828
BS247,2009,SESE,3,2.256448923,0.363482315,0.820179278
BS247,2010,SESE,3,2.476310144,0.363482315,0.900094944
BS247,2013,SESE,3,1.175766851,0.363482315,0.427370457
BS249,2009,SESE,3,0.025132741,0.363482315,0.009135307
BS277,2009,SESE,3,0.956324366,0.363482315,0.347606994
BS279,2009,SESE,3,2.540321508,0.363482315,0.923361943
BS295,2009,SESE,3,3.402981016,0.363482315,1.236923418
BS295,2010,SESE,3,5.072483985,0.363482315,1.843758222
BS295,2013,SESE,3,5.101728286,0.363482315,1.854388008
BS295,2018,SESE,3,5.827318379,0.363482315,2.118127175
BS295,2021,SESE,3,0.401885099,0.363482315,0.146078126
BS355,2009,SESE,3,0.16847576,0.363482315,0.061237959
BS355,2010,SESE,3,0.16847576,0.363482315,0.061237959
BS355,2013,SESE,3,0.16847576,0.363482315,0.061237959
BS388,2018,SESE,3,0.838470972,0.363482315,0.30476937
BS388,2021,SESE,3,0.443,0.363482315,0.161022666
BS390,2009,SESE,3,1.198154351,0.363482315,0.435507917
BS391,2010,SESE,3,5.566730416,0.363482315,2.023408059
BS391,2013,SESE,3,3.542670991,0.363482315,1.287698253
BS391,2018,SESE,3,3.542670991,0.363482315,1.287698253
BS391,2021,SESE,3,1.374071726,0.363482315,0.499450772
BS392,2009,SESE,3,3.266141094,0.363482315,1.187184526
BS392,2010,SESE,3,1.577315132,0.363482315,0.573326156
BS392,2013,SESE,3,1.577315132,0.363482315,0.573326156
BS392,2018,SESE,3,1.577315132,0.363482315,0.573326156
BS394,2018,SESE,3,0.184119776,0.363482315,0.066924282
BS407,2009,SESE,3,6.055719351,0.363482315,2.201146889
BS407,2010,SESE,3,6.069315575,0.363482315,2.206088876
BS407,2013,SESE,3,0.485989657,0.363482315,0.176648646
BS407,2018,SESE,3,5.957544581,0.363482315,2.165462096
BS407,2021,SESE,3,2.470709469,0.363482315,0.898059197
BS423,2009,SESE,3,0.504481718,0.363482315,0.183370183
BS603,2009,SESE,3,20.29299601,0.363482315,7.376145168
BS603,2010,SESE,3,20.15370564,0.363482315,7.325515582
BS603,2013,SESE,3,19.54771206,0.363482315,7.105247633
BS610,2009,SESE,3,0.80420413,0.363482315,0.292313979
BS613,2009,SESE,3,0.105683177,0.363482315,0.038413966
BS627,2009,SESE,3,0.040251656,0.363482315,0.014630765
BS632,2009,SESE,3,1.700516614,0.363482315,0.618107716
BS632,2018,SESE,3,0.406608836,0.363482315,0.147795121
BS027,2009,SESE,4,0.860335476,0.324265378,0.278977008
BS027,2010,SESE,4,1.118044249,0.324265378,0.362543041
BS027,2013,SESE,4,0.257708772,0.324265378,0.083566032
BS027,2018,SESE,4,0.460844153,0.324265378,0.149435803
BS052,2009,SESE,4,0.113895536,0.324265378,0.036932379
BS052,2010,SESE,4,0.119102195,0.324265378,0.038620718
BS053,2010,SESE,4,0.118096395,0.324265378,0.038294572
BS156,2009,SESE,4,1.569390464,0.324265378,0.508898992
BS159,2009,SESE,4,0.401786138,0.324265378,0.130285334
BS160,2009,SESE,4,0.205703633,0.324265378,0.066702566
BS160,2010,SESE,4,0.205703633,0.324265378,0.066702566
BS160,2013,SESE,4,0.205703633,0.324265378,0.066702566
BS219,2009,SESE,4,0.578740272,0.324265378,0.187665433
BS247,2010,SESE,4,0.079490148,0.324265378,0.025775903
BS295,2009,SESE,4,1.669502969,0.324265378,0.541362011
BS390,2010,SESE,4,1.198154351,0.324265378,0.388519974
BS390,2013,SESE,4,0.543750783,0.324265378,0.176319553
BS032,2019,UMCA,1,0.083692028,0.563795301,0.047185172
BS032,2022,UMCA,1,0.083692028,0.563795301,0.047185172
BS052,2013,UMCA,1,1.52821338,0.563795301,0.861599523
BS052,2018,UMCA,1,1.165747129,0.563795301,0.657242753
BS052,2021,UMCA,1,0.193207948,0.563795301,0.108929733
BS053,2013,UMCA,1,0.170694781,0.563795301,0.096236915
BS053,2018,UMCA,1,0.031415927,0.563795301,0.017712152
BS057,2014,UMCA,1,0.102101761,0.563795301,0.057564493
BS078,2023,UMCA,1,0.662095364,0.563795301,0.373286255
BS085,2019,UMCA,1,0.15825773,0.563795301,0.089224965
BS085,2022,UMCA,1,0.15825773,0.563795301,0.089224965
BS094,2023,UMCA,1,1.027622811,0.563795301,0.579368912
BS123,2023,UMCA,1,0.276682303,0.563795301,0.155992182
BS132,2011,UMCA,1,0.326814103,0.563795301,0.184256256
BS132,2014,UMCA,1,1.411677274,0.563795301,0.795897014
BS132,2019,UMCA,1,0.085162569,0.563795301,0.048014256
BS132,2022,UMCA,1,0.085162569,0.563795301,0.048014256
BS140,2018,UMCA,1,2.926789712,0.563795301,1.650110287
BS140,2022,UMCA,1,3.051323308,0.563795301,1.720321743
BS147,2022,UMCA,1,2.311195063,0.563795301,1.303040916
BS150,2014,UMCA,1,0.340400125,0.563795301,0.191915991
BS150,2019,UMCA,1,0.115610963,0.563795301,0.065180918
BS150,2022,UMCA,1,0.89759305,0.563795301,0.506058744
BS175,2014,UMCA,1,0.124013585,0.563795301,0.069918276
BS175,2019,UMCA,1,0.106265628,0.563795301,0.059912062
BS187,2010,UMCA,1,0.358681916,0.563795301,0.202223179
BS187,2013,UMCA,1,0.358681916,0.563795301,0.202223179
BS187,2022,UMCA,1,0.394712646,0.563795301,0.222537135
BS190,2018,UMCA,1,0.235279686,0.563795301,0.132649581
BS193,2023,UMCA,1,1.687323418,0.563795301,0.951305014
BS194,2009,UMCA,1,0.177657065,0.563795301,0.100162218
BS194,2011,UMCA,1,0.383448858,0.563795301,0.216186664
BS194,2014,UMCA,1,1.292495828,0.563795301,0.728703074
BS195,2014,UMCA,1,0.33824833,0.563795301,0.190702819
BS196,2023,UMCA,1,0.302377311,0.563795301,0.170478907
BS202,2014,UMCA,1,0.068463747,0.563795301,0.038599539
BS202,2019,UMCA,1,0.354212687,0.563795301,0.199703448
BS202,2023,UMCA,1,0.354212687,0.563795301,0.199703448
BS203,2023,UMCA,1,0.106322059,0.563795301,0.059943877
BS204,2019,UMCA,1,0.278152687,0.563795301,0.156821178
BS204,2023,UMCA,1,0.662042821,0.563795301,0.373256632
BS232,2009,UMCA,1,0.542415607,0.563795301,0.30581137
BS233,2011,UMCA,1,0.04165473,0.563795301,0.023484741
BS233,2014,UMCA,1,1.201073833,0.563795301,0.677159783
BS233,2019,UMCA,1,0.443934374,0.563795301,0.250288114
BS233,2022,UMCA,1,0.479677805,0.563795301,0.270440092
BS259,2009,UMCA,1,0.052071898,0.563795301,0.029357891
BS278,2021,UMCA,1,0.265980821,0.563795301,0.149958737
BS297,2013,UMCA,1,0.348463415,0.563795301,0.196462036
BS297,2018,UMCA,1,0.348463415,0.563795301,0.196462036
BS299,2021,UMCA,1,0.383057809,0.563795301,0.215966193
BS301,2013,UMCA,1,0.100618262,0.563795301,0.056728103
BS301,2018,UMCA,1,0.100618262,0.563795301,0.056728103
BS301,2021,UMCA,1,0.155175042,0.563795301,0.08748696
BS326,2011,UMCA,1,0.287809157,0.563795301,0.16226545
BS326,2014,UMCA,1,0.287809157,0.563795301,0.16226545
BS372,2009,UMCA,1,1.417100975,0.563795301,0.798954871
BS378,2022,UMCA,1,0.721691573,0.563795301,0.406886318
BS382,2021,UMCA,1,0.331415209,0.563795301,0.186850338
BS383,2021,UMCA,1,0.007164716,0.563795301,0.004039433
BS389,2021,UMCA,1,1.830286932,0.563795301,1.031907172
BS420,2021,UMCA,1,1.93714475,0.563795301,1.092153107
BS429,2022,UMCA,1,0.641360224,0.563795301,0.361595881
BS513,2014,UMCA,1,0.21190498,0.563795301,0.119471032
BS513,2021,UMCA,1,1.142648849,0.563795301,0.644220052
BS611,2021,UMCA,1,0.031243139,0.563795301,0.017614735
BS627,2009,UMCA,1,0.346486254,0.563795301,0.195347322
BS046,2019,UMCA,2,0.046876961,0.460517838,0.021587677
BS052,2018,UMCA,2,0.362466251,0.460517838,0.166922174
BS057,2019,UMCA,2,0.102101761,0.460517838,0.047019682
BS122,2019,UMCA,2,0.428735506,0.460517838,0.197440348
BS132,2014,UMCA,2,0.159215916,0.460517838,0.073321769
BS132,2019,UMCA,2,0.424776918,0.460517838,0.195617348
BS140,2022,UMCA,2,0.15847882,0.460517838,0.072982324
BS175,2019,UMCA,2,0.171575098,0.460517838,0.079013393
BS190,2018,UMCA,2,3.277504196,0.460517838,1.509349146
BS193,2023,UMCA,2,0.319248645,0.460517838,0.147019696
BS194,2014,UMCA,2,0.177657065,0.460517838,0.081814247
BS194,2019,UMCA,2,0.422272268,0.460517838,0.194463912
BS194,2022,UMCA,2,0.358,0.460517838,0.164865386
BS232,2011,UMCA,2,0.542415607,0.460517838,0.249792063
BS232,2014,UMCA,2,0.542415607,0.460517838,0.249792063
BS233,2019,UMCA,2,1.433281277,0.460517838,0.660051595
BS233,2022,UMCA,2,1.702374827,0.460517838,0.783973975
BS326,2009,UMCA,2,0.287809157,0.460517838,0.132541251
BS383,2014,UMCA,2,0.090637147,0.460517838,0.041740023
BS383,2019,UMCA,2,0.090637147,0.460517838,0.041740023
BS423,2009,UMCA,2,0.306305284,0.460517838,0.141059047
BS513,2009,UMCA,2,0.33025011,0.460517838,0.152086067
BS513,2011,UMCA,2,0.33025011,0.460517838,0.152086067
BS513,2014,UMCA,2,0.513020117,0.460517838,0.236254915
BS513,2019,UMCA,2,0.470585054,0.460517838,0.216712812
BS627,2009,UMCA,2,0.444357821,0.460517838,0.204634703
BS057,2011,UMCA,3,0.031415927,0.358190241,0.011252878
BS057,2014,UMCA,3,0.031415927,0.358190241,0.011252878
BS057,2019,UMCA,3,0.031415927,0.358190241,0.011252878
BS132,2022,UMCA,3,0.362486385,0.358190241,0.129839086
BS134,2018,UMCA,3,0.165086767,0.358190241,0.059132469
BS134,2023,UMCA,3,0.165086767,0.358190241,0.059132469
BS187,2018,UMCA,3,0.358681916,0.358190241,0.128476362
BS190,2009,UMCA,3,1.589227658,0.358190241,0.569245838
BS190,2018,UMCA,3,0.063334508,0.358190241,0.022685803
BS194,2022,UMCA,3,0.065,0.358190241,0.023282366
BS233,2019,UMCA,3,0.026829201,0.358190241,0.009609958
BS233,2022,UMCA,3,0.026829201,0.358190241,0.009609958
BS239,2018,UMCA,3,0.098803089,0.358190241,0.035390302
BS378,2022,UMCA,3,1.744273188,0.358190241,0.624781634
BS513,2009,UMCA,3,0.033025993,0.358190241,0.011829588
BS513,2011,UMCA,3,0.033025993,0.358190241,0.011829588
BS513,2019,UMCA,3,0.125766436,0.358190241,0.04504831
BS132,2019,UMCA,4,0.0226,0.208203229,0.004705393
BS132,2022,UMCA,4,0.0226,0.208203229,0.004705393
BS187,2022,UMCA,4,0.359,0.208203229,0.074744959
BS190,2018,UMCA,4,1.589227658,0.208203229,0.33088233
BS378,2022,UMCA,4,0.459934152,0.208203229,0.095759776
BS513,2009,UMCA,4,0.087100656,0.208203229,0.018134638
BS513,2011,UMCA,4,0.065722904,0.208203229,0.013683721
BS513,2014,UMCA,4,0.07574588,0.208203229,0.015770537
BS513,2019,UMCA,4,0.128573606,0.208203229,0.02676944
BS016,2011,UMCA,5,0.00867865,0.20594406,0.001787316
BS016,2014,UMCA,5,0.00867865,0.20594406,0.001787316
BS513,2019,UMCA,5,0.07574588,0.20594406,0.015599414
BS296,2021,ACMA,1,0.384295714,0.514249599,0.197623917
BS048,2021,ACMA,2,0.276343915,0.462910551,0.127922514
BS233,2014,ACMA,2,0.708386182,0.462910551,0.327919438
BS233,2019,ACMA,2,0.708386182,0.462910551,0.327919438
BS233,2022,ACMA,2,0.708386182,0.462910551,0.327919438
BS073,2019,ARCsp,2,0.025537221,0.462910551,0.011821449
BS073,2011,CEOL,2,0.022127415,0.462910551,0.010243014
BS073,2014,CEOL,2,0.022127415,0.462910551,0.010243014
BS073,2019,CEOL,2,0.022127415,0.462910551,0.010243014
BS303,2021,PIPO,1,0.293828606,0.514249599,0.151101243
BS405,2021,PIPO,1,2.961418977,0.514249599,1.522908521
BS274,2014,PIPO,2,0.108456575,0.462910551,0.050205693
BS312,2022,PIPO,2,0.385160658,0.462910551,0.178294933
BS323,2009,PIPO,2,0.033025993,0.462910551,0.015288081
BS323,2011,PIPO,2,0.033025993,0.462910551,0.015288081
BS323,2014,PIPO,2,0.033025993,0.462910551,0.015288081
BS405,2021,PIPO,2,0.670109567,0.462910551,0.310200789
BS062,2011,PIPO,3,0.373649249,0.424055778,0.158448123
BS062,2014,PIPO,3,0.222508248,0.424055778,0.094355908
BS062,2019,PIPO,3,0.222508248,0.424055778,0.094355908
BS073,2011,PIPO,3,0.380925963,0.424055778,0.161533855
BS073,2014,PIPO,3,0.525332058,0.424055778,0.222770094
BS073,2019,PIPO,3,0.144406094,0.424055778,0.061236238
BS272,2019,PIPO,3,0.265660929,0.424055778,0.112655052
BS272,2022,PIPO,3,0.265660929,0.424055778,0.112655052
BS274,2009,PIPO,3,0.028176159,0.424055778,0.011948263
BS274,2011,PIPO,3,0.028176159,0.424055778,0.011948263
BS274,2014,PIPO,3,0.028176159,0.424055778,0.011948263
BS312,2014,PIPO,3,0.615329663,0.424055778,0.260934099
BS312,2019,PIPO,3,0.385160658,0.424055778,0.163329602
BS062,2011,PIPO,4,0.165326313,0.267120531,0.044162053
BS062,2014,PIPO,4,0.373649249,0.267120531,0.099809386
BS062,2019,PIPO,4,0.373649249,0.267120531,0.099809386
BS073,2011,PIPO,4,2.450129681,0.267120531,0.654479942
BS073,2014,PIPO,4,2.450129681,0.267120531,0.654479942
BS073,2019,PIPO,4,2.660702783,0.267120531,0.710728341
BS312,2019,PIPO,4,0.254469005,0.267120531,0.067973896
BS312,2022,PIPO,4,0.254469005,0.267120531,0.067973896
BS328,2009,PIPO,4,0.04712389,0.267120531,0.012587759
BS073,2019,PIPO,5,0.170352862,0.254809108,0.043407461
BS094,2023,QUCH,1,3.863309438,0.514249599,1.986705329
BS148,2023,QUCH,1,0.047897978,0.514249599,0.024631516
BS149,2023,QUCH,1,4.914678213,0.514249599,2.5273713
BS150,2011,QUCH,1,43.51793483,0.514249599,22.37908054
BS150,2014,QUCH,1,35.02480314,0.514249599,18.01149097
BS150,2019,QUCH,1,0.337132162,0.514249599,0.173370079
BS150,2022,QUCH,1,6.894537375,0.514249599,3.54551308
BS203,2019,QUCH,1,0.231402175,0.514249599,0.118998476
BS203,2023,QUCH,1,1.855426585,0.514249599,0.954152377
BS478,2021,QUCH,1,0.71656952,0.514249599,0.368495588
BS150,2011,QUCH,2,0.537419854,0.462910551,0.248777321
BS150,2014,QUCH,2,9.030551543,0.462910551,4.180337594
BS203,2023,QUCH,2,0.230234563,0.462910551,0.106578008
BS150,2011,QUCH,3,0.421915893,0.424055778,0.178915872
BS150,2014,QUCH,3,0.421915893,0.424055778,0.178915872
BS315,2009,QUCH,3,0.954986833,0.424055778,0.404967684
BS315,2011,QUCH,3,0.954986833,0.424055778,0.404967684
BS315,2014,QUCH,3,1.083431378,0.424055778,0.459435335
BS094,2009,QUCH,4,0.191440802,0.267120531,0.051137769
BS220,2009,QUERsp,2,0.062070017,0.462910551,0.028732866
BS244,2023,QUERsp,2,0.033183072,0.462910551,0.015360794
BS272,2022,QUERsp,2,0.097185169,0.462910551,0.04498804
BS020,2011,QUERsp,4,0.029452431,0.267120531,0.007867349
BS020,2014,QUERsp,4,0.029452431,0.267120531,0.007867349
BS020,2019,QUERsp,4,0.029452431,0.267120531,0.007867349
BS020,2022,QUERsp,4,0.029452431,0.267120531,0.007867349
BS054,2011,QUERsp,4,0.42819025,0.267120531,0.114378407
BS054,2014,QUERsp,4,0.42819025,0.267120531,0.114378407
BS259,2009,QUERsp,5,0.051050881,0.254809108,0.013008229
BS232,2009,QUKE,1,0.768315753,0.514249599,0.395106068
BS232,2014,QUKE,1,0.152290275,0.514249599,0.078315213
BS232,2009,QUKE,2,0.707133236,0.462910551,0.327339436
BS232,2011,QUKE,2,1.47544899,0.462910551,0.683000905
BS232,2014,QUKE,2,1.032091727,0.462910551,0.47776615
BS360,2009,QUKE,2,2.029684996,0.462910551,0.939562601
BS360,2011,QUKE,2,2.029684996,0.462910551,0.939562601
BS232,2009,QUKE,3,0.355377943,0.424055778,0.15070007
BS232,2011,QUKE,3,0.355377943,0.424055778,0.15070007
BS232,2014,QUKE,3,0.798735206,0.424055778,0.338708279
BS360,2009,QUKE,3,0.257806947,0.424055778,0.109324525
BS360,2011,QUKE,3,0.257806947,0.424055778,0.109324525
BS360,2014,QUKE,3,2.287491943,0.424055778,0.970024174
BS303,2021,QULO,1,0.309330559,0.514249599,0.159073116
BS016,2014,QUPA,1,0.191842612,0.514249599,0.098654986
BS077,2023,QUPA,1,1.816421748,0.514249599,0.934094156
BS081,2023,QUPA,1,0.285192956,0.514249599,0.146660363
BS148,2019,QUPA,1,0.083187528,0.514249599,0.042779153
BS148,2023,QUPA,1,3.774548214,0.514249599,1.941059905
BS203,2019,QUPA,1,0.029996241,0.514249599,0.015425555
BS203,2023,QUPA,1,0.029996241,0.514249599,0.015425555
BS272,2022,QUPA,1,0.12112599,0.514249599,0.062288992
BS282,2019,QUPA,1,3.601243905,0.514249599,1.851938234
BS297,2013,QUPA,1,0.235893396,0.514249599,0.121308084
BS297,2018,QUPA,1,0.360088093,0.514249599,0.185175157
BS306,2019,QUPA,1,0.110839316,0.514249599,0.056999074
BS316,2019,QUPA,1,0.203358905,0.514249599,0.104577235
BS427,2019,QUPA,1,4.13216623,0.514249599,2.124964827
BS427,2023,QUPA,1,5.245179101,0.514249599,2.697331249
BS438,2009,QUPA,1,2.651944612,0.514249599,1.363761453
BS438,2011,QUPA,1,2.411173932,0.514249599,1.239945228
BS438,2019,QUPA,1,0.064305849,0.514249599,0.033069257
BS438,2022,QUPA,1,3.566390134,0.514249599,1.834014696
BS521,2009,QUPA,1,0.223916859,0.514249599,0.115149155
BS521,2018,QUPA,1,0.630830823,0.514249599,0.324404498
BS521,2022,QUPA,1,0.288223965,0.514249599,0.148219058
BS611,2013,QUPA,1,0.26769467,0.514249599,0.137661877
BS612,2021,QUPA,1,0.171242404,0.514249599,0.088061338
BS077,2023,QUPA,2,0.267200309,0.462910551,0.123689842
BS175,2019,QUPA,2,0.137680298,0.462910551,0.063733663
BS203,2019,QUPA,2,0.025385325,0.462910551,0.011751135
BS203,2023,QUPA,2,0.025385325,0.462910551,0.011751135
BS297,2018,QUPA,2,0.235893396,0.462910551,0.109197542
BS306,2019,QUPA,2,0.078422321,0.462910551,0.03630252
BS316,2022,QUPA,2,0.203358905,0.462910551,0.094136983
BS438,2011,QUPA,2,0.499583918,0.462910551,0.231262667
BS438,2014,QUPA,2,2.91075785,0.462910551,1.347420521
BS438,2019,QUPA,2,0.97917097,0.462910551,0.453268574
BS520,2014,QUPA,2,0.132570419,0.462910551,0.061368246
BS521,2022,QUPA,2,0.094666711,0.462910551,0.043822219
BS611,2018,QUPA,2,0.26769467,0.462910551,0.123918687
BS016,2011,QUPA,3,0.309920079,0.424055778,0.1314234
BS016,2014,QUPA,3,0.296868725,0.424055778,0.125888898
BS304,2011,QUPA,3,0.055174221,0.424055778,0.023396947
BS304,2014,QUPA,3,0.033,0.424055778,0.013993841
BS520,2022,QUPA,3,0.289084565,0.424055778,0.12258798
BS521,2022,QUPA,3,0.247940147,0.424055778,0.105140452
BS016,2011,QUPA,4,0.176862916,0.267120531,0.047243716
BS016,2014,QUPA,4,0.176862916,0.267120531,0.047243716
BS148,2009,QUPA,4,0.051777374,0.267120531,0.0138308
BS520,2022,QUPA,4,0.033344079,0.267120531,0.008906888
BS259,2009,QUPA,5,0.060377484,0.254809108,0.015384733
